Date,Home,Away,Home_Score,Away_Score,Status,Home_ML,Away_ML,Home_Spread,Away_Spread,Total,game_id,season,season_type,game_date,game_date_time,athlete_id,athlete_display_name,team_id,team_name,team_location,team_short_display_name,minutes,field_goals_made,field_goals_attempted,three_point_field_goals_made,three_point_field_goals_attempted,free_throws_made,free_throws_attempted,offensive_rebounds,defensive_rebounds,rebounds,assists,steals,blocks,turnovers,fouls,plus_minus,points,starter,ejected,did_not_play,reason,active,athlete_jersey,athlete_short_name,athlete_headshot_href,athlete_position_name,athlete_position_abbreviation,team_display_name,team_uid,team_slug,team_logo,team_abbreviation,team_color,team_alternate_color,home_away,team_winner,team_score,opponent_team_id,opponent_team_name,opponent_team_location,opponent_team_display_name,opponent_team_abbreviation,opponent_team_logo,opponent_team_color,opponent_team_alternate_color,opponent_team_score,player_val,player_poss
1/21/2013,New Orleans Pelicans,Sacramento Kings,114,105,,200,-240,5.5,-5.5,193.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/21/2013,Charlotte Hornets,Houston Rockets,94,100,,-320,270,-7.5,7.5,208.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/21/2013,Atlanta Hawks,Minnesota Timberwolves,104,96,,320,-390,8,-8,184.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/21/2013,New York Knicks,Brooklyn Nets,85,88,,145,-165,3.5,-3.5,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/21/2013,Golden State Warriors,Los Angeles Clippers,106,99,,-185,165,-4.5,4.5,197.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/21/2013,Philadelphia 76ers,San Antonio Spurs,85,90,,-250,210,-6,6,194.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/21/2013,Chicago Bulls,Los Angeles Lakers,95,83,,-115,-105,0,0,194.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/21/2013,Portland Trail Blazers,Washington Wizards,95,98,,245,-285,7,-7,195.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/22/2013,Cleveland Cavaliers,Boston Celtics,95,90,,-220,180,-5,5,190.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/22/2013,Detroit Pistons,Orlando Magic,105,90,,170,-200,4.5,-4.5,194.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/22/2013,Milwaukee Bucks,Philadelphia 76ers,110,102,,250,-300,6.5,-6.5,195.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/22/2013,Los Angeles Clippers,Oklahoma City Thunder,97,109,,-140,120,-2.5,2.5,200.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/23/2013,Charlotte Hornets,Atlanta Hawks,92,104,,-135,115,-2.5,2.5,191.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/23/2013,Miami Heat,Toronto Raptors,123,116,,490,-650,10,-10,194.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/23/2013,Chicago Bulls,Detroit Pistons,85,82,,250,-290,7,-7,182.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/23/2013,Minnesota Timberwolves,Brooklyn Nets,83,91,,-230,190,-5.5,5.5,185.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/23/2013,Houston Rockets,Denver Nuggets,95,105,,135,-155,3,-3,217.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/23/2013,Memphis Grizzlies,Los Angeles Lakers,106,93,,145,-165,4,-4,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/23/2013,San Antonio Spurs,New Orleans Pelicans,106,102,,345,-435,8.5,-8.5,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/23/2013,Utah Jazz,Washington Wizards,92,88,,255,-305,7,-7,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/23/2013,Portland Trail Blazers,Indiana Pacers,100,80,,100,-120,1,-1,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/23/2013,Sacramento Kings,Phoenix Suns,96,106,,140,-160,3,-3,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/23/2013,Golden State Warriors,Oklahoma City Thunder,104,99,,-120,100,-1.5,1.5,207.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/24/2013,Orlando Magic,Toronto Raptors,95,97,,155,-175,4,-4,198.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/24/2013,Boston Celtics,New York Knicks,86,89,,-125,105,-1.5,1.5,189.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/24/2013,Phoenix Suns,Los Angeles Clippers,93,88,,-275,235,-6.5,6.5,190.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/25/2013,Washington Wizards,Minnesota Timberwolves,114,101,,230,-270,6.5,-6.5,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/25/2013,Atlanta Hawks,Boston Celtics,123,111,,180,-220,5.5,-5.5,184.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/25/2013,Miami Heat,Detroit Pistons,110,88,,425,-550,9.5,-9.5,192.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/25/2013,Cleveland Cavaliers,Milwaukee Bucks,113,108,,-180,160,-4.5,4.5,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/25/2013,Memphis Grizzlies,Brooklyn Nets,101,77,,155,-175,4,-4,177.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/25/2013,New Orleans Pelicans,Houston Rockets,82,100,,115,-135,2.5,-2.5,200.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/25/2013,Dallas Mavericks,San Antonio Spurs,107,113,,110,-130,2,-2,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/25/2013,Chicago Bulls,Golden State Warriors,103,87,,115,-135,2,-2,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/25/2013,Sacramento Kings,Oklahoma City Thunder,95,105,,-600,450,-9.5,9.5,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/25/2013,Los Angeles Lakers,Utah Jazz,102,84,,175,-210,5,-5,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/26/2013,Toronto Raptors,Cleveland Cavaliers,98,99,,250,-300,7,-7,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/26/2013,Philadelphia 76ers,New York Knicks,97,80,,-180,160,-4,4,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/26/2013,Washington Wizards,Chicago Bulls,86,73,,-125,105,-1.5,1.5,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/26/2013,Charlotte Hornets,Minnesota Timberwolves,102,101,,130,-150,3,-3,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/26/2013,Houston Rockets,Brooklyn Nets,119,106,,160,-180,4,-4,200.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/26/2013,Milwaukee Bucks,Golden State Warriors,109,102,,110,-130,2,-2,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/26/2013,San Antonio Spurs,Phoenix Suns,108,99,,400,-500,9,-9,200.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/26/2013,Denver Nuggets,Sacramento Kings,121,93,,800,-1250,12.5,-12.5,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/26/2013,Utah Jazz,Indiana Pacers,114,110,,110,-130,2,-2,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/26/2013,Portland Trail Blazers,Los Angeles Clippers,101,100,,-115,-105,-1,1,190.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/27/2013,Boston Celtics,Miami Heat,100,98,,-210,175,-5,5,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/27/2013,Los Angeles Lakers,Oklahoma City Thunder,105,96,,-165,145,-3.5,3.5,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/27/2013,Orlando Magic,Detroit Pistons,102,104,,110,-130,2,-2,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/27/2013,Memphis Grizzlies,New Orleans Pelicans,83,91,,265,-325,7.5,-7.5,177.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/27/2013,New York Knicks,Atlanta Hawks,106,104,,195,-235,5.5,-5.5,194.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/27/2013,Dallas Mavericks,Phoenix Suns,110,95,,300,-360,8,-8,202.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/27/2013,Los Angeles Clippers,Portland Trail Blazers,96,83,,400,-500,9.5,-9.5,192.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/28/2013,Toronto Raptors,Golden State Warriors,102,114,,-140,120,-2.5,2.5,201.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/28/2013,Washington Wizards,Sacramento Kings,94,96,,255,-310,7.5,-7.5,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/28/2013,Philadelphia 76ers,Memphis Grizzlies,100,103,,-135,115,-1,1,177.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/28/2013,Brooklyn Nets,Orlando Magic,97,77,,400,-500,9,-9,195.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/28/2013,Chicago Bulls,Charlotte Hornets,93,85,,650,-900,13,-13,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/28/2013,Denver Nuggets,Indiana Pacers,102,101,,200,-240,5.5,-5.5,193.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/28/2013,Utah Jazz,Houston Rockets,80,125,,140,-160,3.5,-3.5,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/29/2013,Cleveland Cavaliers,Golden State Warriors,95,108,,-120,100,-1,1,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/29/2013,Detroit Pistons,Milwaukee Bucks,90,117,,100,-120,1,-1,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/29/2013,Portland Trail Blazers,Dallas Mavericks,106,104,,130,-150,3,-3,202.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/29/2013,Los Angeles Lakers,New Orleans Pelicans,111,106,,290,-350,7.5,-7.5,195.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/30/2013,Philadelphia 76ers,Washington Wizards,92,84,,140,-160,4,-4,189.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/30/2013,Indiana Pacers,Detroit Pistons,98,79,,335,-415,8.5,-8.5,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/30/2013,New York Knicks,Orlando Magic,113,97,,375,-475,8.5,-8.5,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/30/2013,Atlanta Hawks,Toronto Raptors,93,92,,255,-305,7,-7,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/30/2013,Boston Celtics,Sacramento Kings,99,81,,250,-300,7,-7,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/30/2013,Minnesota Timberwolves,Los Angeles Clippers,90,96,,-195,170,-4.5,4.5,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/30/2013,Milwaukee Bucks,Chicago Bulls,88,104,,-105,-115,1,-1,190.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/30/2013,Brooklyn Nets,Miami Heat,85,105,,-135,115,-2.5,2.5,191.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/30/2013,San Antonio Spurs,Charlotte Hornets,102,78,,1495,-2295,14.5,-14.5,204.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/30/2013,Utah Jazz,New Orleans Pelicans,104,99,,315,-375,8,-8,188.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/30/2013,Denver Nuggets,Houston Rockets,118,110,,150,-170,4,-4,216.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/30/2013,Phoenix Suns,Los Angeles Lakers,92,86,,-155,135,-3,3,203.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/31/2013,Oklahoma City Thunder,Memphis Grizzlies,106,89,,450,-600,9.5,-9.5,189.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/31/2013,Golden State Warriors,Dallas Mavericks,100,97,,155,-175,4,-4,203.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/2013,Toronto Raptors,Los Angeles Clippers,98,73,,-175,155,-4,4,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/2013,Indiana Pacers,Miami Heat,102,89,,-135,115,-2,2,184.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/2013,Boston Celtics,Orlando Magic,97,84,,340,-440,8,-8,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/2013,Detroit Pistons,Cleveland Cavaliers,117,99,,165,-190,4.5,-4.5,199.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/2013,Brooklyn Nets,Chicago Bulls,93,89,,175,-210,5,-5,180.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/2013,New York Knicks,Milwaukee Bucks,96,86,,180,-220,4.5,-4.5,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/2013,Philadelphia 76ers,Sacramento Kings,89,80,,230,-270,6,-6,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/2013,Memphis Grizzlies,Washington Wizards,85,76,,230,-270,6.5,-6.5,180.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/2013,Denver Nuggets,New Orleans Pelicans,113,98,,270,-330,7.5,-7.5,204.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/2013,Phoenix Suns,Dallas Mavericks,99,109,,140,-160,2.5,-2.5,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/2013,Utah Jazz,Portland Trail Blazers,86,77,,170,-200,5,-5,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/2013,Minnesota Timberwolves,Los Angeles Lakers,100,111,,-150,130,-2.5,2.5,200.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2013,Atlanta Hawks,Chicago Bulls,76,93,,8,-300,7,-7,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2013,New York Knicks,Sacramento Kings,120,81,,650,-850,11,-11,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2013,Cleveland Cavaliers,Oklahoma City Thunder,115,110,,-800,600,-11,11,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2013,Houston Rockets,Charlotte Hornets,109,95,,700,-1000,12,-12,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2013,Minnesota Timberwolves,New Orleans Pelicans,115,86,,150,-170,4,-4,188.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2013,Milwaukee Bucks,Orlando Magic,107,98,,475,-650,10.5,-10.5,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2013,San Antonio Spurs,Washington Wizards,96,86,,800,-1250,12.5,-12.5,193.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2013,Portland Trail Blazers,Utah Jazz,105,99,,170,-200,4.5,-4.5,191.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2013,Golden State Warriors,Phoenix Suns,113,93,,475,-650,10.5,-10.5,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/3/2013,Boston Celtics,Los Angeles Clippers,106,104,,-113,102,-1.5,1.5,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/3/2013,Detroit Pistons,Los Angeles Lakers,97,98,,-130,110,-2.5,2.5,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/3/2013,Toronto Raptors,Miami Heat,85,100,,-230,190,-5.5,5.5,194.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2013,Philadelphia 76ers,Orlando Magic,78,61,,450,-600,10,-10,188.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2013,Washington Wizards,Los Angeles Clippers,98,90,,-150,130,-3,3,187.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2013,New York Knicks,Detroit Pistons,99,85,,450,-600,10,-10,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2013,Miami Heat,Charlotte Hornets,99,94,,1200,-2000,14,-14,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2013,Minnesota Timberwolves,Portland Trail Blazers,98,100,,155,-175,4,-4,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2013,Oklahoma City Thunder,Dallas Mavericks,112,91,,310,-380,8,-8,209.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2013,Utah Jazz,Sacramento Kings,98,91,,360,-460,9,-9,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2013,Indiana Pacers,Chicago Bulls,111,101,,180,-220,5.5,-5.5,176.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/5/2013,Indiana Pacers,Atlanta Hawks,114,103,,220,-260,6,-6,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/5/2013,Brooklyn Nets,Los Angeles Lakers,83,92,,150,-170,4,-4,198.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/5/2013,Houston Rockets,Golden State Warriors,140,109,,120,-140,2.5,-2.5,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/5/2013,Memphis Grizzlies,Phoenix Suns,90,96,,365,-465,9,-9,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/5/2013,Denver Nuggets,Milwaukee Bucks,112,104,,250,-300,7,-7,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/6/2013,Orlando Magic,Los Angeles Clippers,76,86,,-200,170,-5,5,184.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/6/2013,Philadelphia 76ers,Indiana Pacers,69,88,,110,-130,2,-2,180.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/6/2013,Washington Wizards,New York Knicks,106,96,,-195,170,-4.5,4.5,190.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/6/2013,Toronto Raptors,Boston Celtics,95,99,,150,-170,3.5,-3.5,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/6/2013,Cleveland Cavaliers,Charlotte Hornets,122,95,,215,-255,6,-6,204.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/6/2013,Detroit Pistons,Brooklyn Nets,90,93,,110,-130,2,-2,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/6/2013,Miami Heat,Houston Rockets,114,108,,295,-355,7.5,-7.5,206.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/6/2013,Atlanta Hawks,Memphis Grizzlies,103,92,,-130,110,-2,2,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/6/2013,Oklahoma City Thunder,Golden State Warriors,119,98,,610,-835,11,-11,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/6/2013,New Orleans Pelicans,Phoenix Suns,93,84,,230,-270,6.5,-6.5,194.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/6/2013,Dallas Mavericks,Portland Trail Blazers,105,99,,180,-210,5.5,-5.5,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/6/2013,Minnesota Timberwolves,San Antonio Spurs,94,104,,-200,175,-4.5,4.5,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/6/2013,Utah Jazz,Milwaukee Bucks,100,86,,190,-225,5.5,-5.5,199.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/7/2013,Boston Celtics,Los Angeles Lakers,116,95,,105,-125,1.5,-1.5,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
